,arg_names,arg_text,arg_types,args_string,args_vals,class_name,link,module,section_name
76,"['kernel', 'n_components', 'gamma', 'degree', 'coef0', 'kernel_params', 'random_state']","[""kernel : string or callable, default='rbf'"", 'n_components : int', 'gamma : float, default=None', 'degree : float, default=3', 'coef0 : float, default=1', 'kernel_params : mapping of string to any, optional', 'random_state : {int, RandomState}, optional']","['<built-in function callable>', ""<type 'int'>"", ""<type 'float'>"", ""<type 'float'>"", ""<type 'float'>"", ""<type 'dict'>"", ""(<type 'int'>, <type 'mtrand.RandomState'>)""]","kernel='rbf', gamma=None, coef0=1, degree=3, kernel_params=None, n_components=100, random_state=None","[('kernel', ""'rbf'""), ('gamma', 'None'), ('coef0', '1'), ('degree', '3'), ('kernel_params', 'None'), ('n_components', '100'), ('random_state', 'None')]",Nystroem,http://scikit-learn.org/stable/modules/generated/sklearn.kernel_approximation.Nystroem.html#sklearn.kernel_approximation.Nystroem,sklearn.kernel_approximation,Kernel Approximation
77,"['gamma', 'n_components', 'random_state']","['gamma : float', 'n_components : int', 'random_state : {int, RandomState}, optional']","[""<type 'float'>"", ""<type 'int'>"", ""(<type 'int'>, <type 'mtrand.RandomState'>)""]","gamma=1.0, n_components=100, random_state=None","[('gamma', '1.0'), ('n_components', '100'), ('random_state', 'None')]",RBFSampler,http://scikit-learn.org/stable/modules/generated/sklearn.kernel_approximation.RBFSampler.html#sklearn.kernel_approximation.RBFSampler,sklearn.kernel_approximation,Kernel Approximation
78,"['skewedness', 'n_components', 'random_state']","['skewedness : float', 'n_components : int', 'random_state : {int, RandomState}, optional']","[""<type 'float'>"", ""<type 'int'>"", ""(<type 'int'>, <type 'mtrand.RandomState'>)""]","skewedness=1.0, n_components=100, random_state=None","[('skewedness', '1.0'), ('n_components', '100'), ('random_state', 'None')]",SkewedChi2Sampler,http://scikit-learn.org/stable/modules/generated/sklearn.kernel_approximation.SkewedChi2Sampler.html#sklearn.kernel_approximation.SkewedChi2Sampler,sklearn.kernel_approximation,Kernel Approximation
79,"['alpha', 'kernel', 'gamma', 'degree', 'coef0', 'kernel_params']","['alpha : {float, array-like}, shape = [n_targets]', ""kernel : string or callable, default='linear'"", 'gamma : float, default=None', 'degree : float, default=3', 'coef0 : float, default=1', 'kernel_params : mapping of string to any, optional']","[""<type 'numpy.ndarray'>"", '<built-in function callable>', ""<type 'float'>"", ""<type 'float'>"", ""<type 'float'>"", ""<type 'dict'>""]","alpha=1, kernel='linear', gamma=None, degree=3, coef0=1, kernel_params=None","[('alpha', '1'), ('kernel', ""'linear'""), ('gamma', 'None'), ('degree', '3'), ('coef0', '1'), ('kernel_params', 'None')]",KernelRidge,http://scikit-learn.org/stable/modules/generated/sklearn.kernel_ridge.KernelRidge.html#sklearn.kernel_ridge.KernelRidge,sklearn.kernel_ridge,Kernel Ridge Regression
80,"['solver', 'shrinkage', 'priors', 'n_components', 'store_covariance', 'tol']","['solver : string, optional', 'shrinkage : string or float, optional', 'priors : array, optional, shape (n_classes,)', 'n_components : int, optional', 'store_covariance : bool, optional', 'tol : float, optional']","[""<type 'str'>"", ""<type 'float'>"", ""<type 'numpy.ndarray'>"", ""<type 'int'>"", ""<type 'bool'>"", ""<type 'float'>""]","solver='svd', shrinkage=None, priors=None, n_components=None, store_covariance=False, tol=0.0001","[('solver', ""'svd'""), ('shrinkage', 'None'), ('priors', 'None'), ('n_components', 'None'), ('store_covariance', 'False'), ('tol', '0.0001')]",LinearDiscriminantAnalysis,http://scikit-learn.org/stable/modules/generated/sklearn.discriminant_analysis.LinearDiscriminantAnalysis.html#sklearn.discriminant_analysis.LinearDiscriminantAnalysis,sklearn.discriminant_analysis,Discriminant Analysis
81,"['priors', 'reg_param']","['priors : array, optional, shape = [n_classes]', 'reg_param : float, optional']","[""<type 'numpy.ndarray'>"", ""<type 'float'>""]","priors=None, reg_param=0.0, store_covariances=False, tol=0.0001","[('priors', 'None'), ('reg_param', '0.0'), ('store_covariances', 'False'), ('tol', '0.0001')]",QuadraticDiscriminantAnalysis,http://scikit-learn.org/stable/modules/generated/sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis.html#sklearn.discriminant_analysis.QuadraticDiscriminantAnalysis,sklearn.discriminant_analysis,Discriminant Analysis
82,"['n_iter', 'tol', 'alpha_1', 'alpha_2', 'lambda_1', 'lambda_2', 'compute_score', 'threshold_lambda', 'fit_intercept', 'normalize', 'copy_X', 'verbose']","['n_iter : int, optional', 'tol : float, optional', 'alpha_1 : float, optional', 'alpha_2 : float, optional', 'lambda_1 : float, optional', 'lambda_2 : float, optional', 'compute_score : boolean, optional', 'threshold_lambda : float, optional', 'fit_intercept : boolean, optional', 'normalize : boolean, optional, default False', 'copy_X : boolean, optional, default True.', 'verbose : boolean, optional, default False']","[""<type 'int'>"", ""<type 'float'>"", ""<type 'float'>"", ""<type 'float'>"", ""<type 'float'>"", ""<type 'float'>"", ""<type 'bool'>"", ""<type 'float'>"", ""<type 'bool'>"", ""<type 'bool'>"", ""<type 'bool'>"", ""<type 'bool'>""]","n_iter=300, tol=0.001, alpha_1=1e-06, alpha_2=1e-06, lambda_1=1e-06, lambda_2=1e-06, compute_score=False, threshold_lambda=10000.0, fit_intercept=True, normalize=False, copy_X=True, verbose=False","[('n_iter', '300'), ('tol', '0.001'), ('alpha_1', '1e-06'), ('alpha_2', '1e-06'), ('lambda_1', '1e-06'), ('lambda_2', '1e-06'), ('compute_score', 'False'), ('threshold_lambda', '10000.0'), ('fit_intercept', 'True'), ('normalize', 'False'), ('copy_X', 'True'), ('verbose', 'False')]",ARDRegression,http://scikit-learn.org/stable/modules/generated/sklearn.linear_model.ARDRegression.html#sklearn.linear_model.ARDRegression,sklearn.linear_model,Generalized Linear Models
83,"['n_iter', 'tol', 'alpha_1', 'alpha_2', 'lambda_1', 'lambda_2', 'compute_score', 'fit_intercept', 'normalize', 'copy_X', 'verbose']","['n_iter : int, optional', 'tol : float, optional', 'alpha_1 : float, optional', 'alpha_2 : float, optional', 'lambda_1 : float, optional', 'lambda_2 : float, optional', 'compute_score : boolean, optional', 'fit_intercept : boolean, optional', 'normalize : boolean, optional, default False', 'copy_X : boolean, optional, default True', 'verbose : boolean, optional, default False']","[""<type 'int'>"", ""<type 'float'>"", ""<type 'float'>"", ""<type 'float'>"", ""<type 'float'>"", ""<type 'float'>"", ""<type 'bool'>"", ""<type 'bool'>"", ""<type 'bool'>"", ""<type 'bool'>"", ""<type 'bool'>""]","n_iter=300, tol=0.001, alpha_1=1e-06, alpha_2=1e-06, lambda_1=1e-06, lambda_2=1e-06, compute_score=False, fit_intercept=True, normalize=False, copy_X=True, verbose=False","[('n_iter', '300'), ('tol', '0.001'), ('alpha_1', '1e-06'), ('alpha_2', '1e-06'), ('lambda_1', '1e-06'), ('lambda_2', '1e-06'), ('compute_score', 'False'), ('fit_intercept', 'True'), ('normalize', 'False'), ('copy_X', 'True'), ('verbose', 'False')]",BayesianRidge,http://scikit-learn.org/stable/modules/generated/sklearn.linear_model.BayesianRidge.html#sklearn.linear_model.BayesianRidge,sklearn.linear_model,Generalized Linear Models
84,"['alpha', 'l1_ratio', 'fit_intercept', 'normalize', 'precompute', 'max_iter', 'copy_X', 'tol', 'warm_start', 'positive', 'selection', 'random_state']","['alpha : float', 'l1_ratio : float', 'fit_intercept : bool', 'normalize : boolean, optional, default False', ""precompute : True | False | 'auto' | array-like"", 'max_iter : int, optional', 'copy_X : boolean, optional, default True', 'tol : float, optional', 'warm_start : bool, optional', 'positive : bool, optional', ""selection : str, default 'cyclic'"", 'random_state : int, RandomState instance, or None (default)']","[""<type 'float'>"", ""<type 'float'>"", ""<type 'bool'>"", ""<type 'bool'>"", ""<type 'numpy.ndarray'>"", ""<type 'int'>"", ""<type 'bool'>"", ""<type 'float'>"", ""<type 'bool'>"", ""<type 'bool'>"", ""<type 'str'>"", ""(<type 'int'>, None, <type 'mtrand.RandomState'>)""]","alpha=1.0, l1_ratio=0.5, fit_intercept=True, normalize=False, precompute=False, max_iter=1000, copy_X=True, tol=0.0001, warm_start=False, positive=False, random_state=None, selection='cyclic'","[('alpha', '1.0'), ('l1_ratio', '0.5'), ('fit_intercept', 'True'), ('normalize', 'False'), ('precompute', 'False'), ('max_iter', '1000'), ('copy_X', 'True'), ('tol', '0.0001'), ('warm_start', 'False'), ('positive', 'False'), ('random_state', 'None'), ('selection', ""'cyclic'"")]",ElasticNet,http://scikit-learn.org/stable/modules/generated/sklearn.linear_model.ElasticNet.html#sklearn.linear_model.ElasticNet,sklearn.linear_model,Generalized Linear Models
85,"['l1_ratio', 'eps', 'n_alphas', 'alphas', 'precompute', 'max_iter', 'tol', 'cv', 'verbose', 'n_jobs', 'positive', 'selection', 'random_state', 'fit_intercept', 'normalize', 'copy_X']","['l1_ratio : float or array of floats, optional', 'eps : float, optional', 'n_alphas : int, optional', 'alphas : numpy array, optional', ""precompute : True | False | 'auto' | array-like"", 'max_iter : int, optional', 'tol : float, optional', 'cv : int, cross-validation generator or an iterable, optional', 'verbose : bool or integer', 'n_jobs : integer, optional', 'positive : bool, optional', ""selection : str, default 'cyclic'"", 'random_state : int, RandomState instance, or None (default)', 'fit_intercept : boolean', 'normalize : boolean, optional, default False', 'copy_X : boolean, optional, default True']","[""<type 'numpy.ndarray'>"", ""<type 'float'>"", ""<type 'int'>"", ""<type 'numpy.ndarray'>"", ""<type 'numpy.ndarray'>"", ""<type 'int'>"", ""<type 'float'>"", ""(<type 'int'>, <class 'sklearn.cross_validation.KFold'>)"", ""(<type 'bool'>, <type 'int'>)"", ""<type 'int'>"", ""<type 'bool'>"", ""<type 'str'>"", ""(<type 'int'>, None, <type 'mtrand.RandomState'>)"", ""<type 'bool'>"", ""<type 'bool'>"", ""<type 'bool'>""]","l1_ratio=0.5, eps=0.001, n_alphas=100, alphas=None, fit_intercept=True, normalize=False, precompute='auto', max_iter=1000, tol=0.0001, cv=None, copy_X=True, verbose=0, n_jobs=1, positive=False, random_state=None, selection='cyclic'","[('l1_ratio', '0.5'), ('eps', '0.001'), ('n_alphas', '100'), ('alphas', 'None'), ('fit_intercept', 'True'), ('normalize', 'False'), ('precompute', ""'auto'""), ('max_iter', '1000'), ('tol', '0.0001'), ('cv', 'None'), ('copy_X', 'True'), ('verbose', '0'), ('n_jobs', '1'), ('positive', 'False'), ('random_state', 'None'), ('selection', ""'cyclic'"")]",ElasticNetCV,http://scikit-learn.org/stable/modules/generated/sklearn.linear_model.ElasticNetCV.html#sklearn.linear_model.ElasticNetCV,sklearn.linear_model,Generalized Linear Models
86,"['n_nonzero_coefs', 'fit_intercept', 'positive', 'verbose', 'normalize', 'precompute', 'copy_X', 'eps', 'fit_path']","['n_nonzero_coefs : int, optional', 'fit_intercept : boolean', 'positive : boolean (default=False)', 'verbose : boolean or integer, optional', 'normalize : boolean, optional, default False', ""precompute : True | False | 'auto' | array-like"", 'copy_X : boolean, optional, default True', 'eps : float, optional', 'fit_path : boolean']","[""<type 'int'>"", ""<type 'bool'>"", ""<type 'bool'>"", ""<type 'bool'>"", ""<type 'bool'>"", ""<type 'numpy.ndarray'>"", ""<type 'bool'>"", ""<type 'float'>"", ""<type 'bool'>""]","fit_intercept=True, verbose=False, normalize=True, precompute='auto', n_nonzero_coefs=500, eps=2.2204460492503131e-16, copy_X=True, fit_path=True, positive=False","[('fit_intercept', 'True'), ('verbose', 'False'), ('normalize', 'True'), ('precompute', ""'auto'""), ('n_nonzero_coefs', '500'), ('eps', '2.2204460492503131e-16'), ('copy_X', 'True'), ('fit_path', 'True'), ('positive', 'False')]",Lars,http://scikit-learn.org/stable/modules/generated/sklearn.linear_model.Lars.html#sklearn.linear_model.Lars,sklearn.linear_model,Generalized Linear Models
87,"['fit_intercept', 'positive', 'verbose', 'normalize', 'copy_X', 'precompute', 'max_iter: integer, optional', 'cv', 'max_n_alphas', 'n_jobs', 'eps']","['fit_intercept : boolean', 'positive : boolean (default=False)', 'verbose : boolean or integer, optional', 'normalize : boolean, optional, default False', 'copy_X : boolean, optional, default True', ""precompute : True | False | 'auto' | array-like"", 'max_iter: integer, optional :', 'cv : int, cross-validation generator or an iterable, optional', 'max_n_alphas : integer, optional', 'n_jobs : integer, optional', 'eps : float, optional']","[""<type 'bool'>"", ""<type 'bool'>"", ""<type 'bool'>"", ""<type 'bool'>"", ""<type 'bool'>"", ""<type 'numpy.ndarray'>"", ""<type 'int'>"", ""(<type 'int'>, <class 'sklearn.cross_validation.KFold'>)"", ""<type 'int'>"", ""<type 'int'>"", ""<type 'float'>""]","fit_intercept=True, verbose=False, max_iter=500, normalize=True, precompute='auto', cv=None, max_n_alphas=1000, n_jobs=1, eps=2.2204460492503131e-16, copy_X=True, positive=False","[('fit_intercept', 'True'), ('verbose', 'False'), ('max_iter', '500'), ('normalize', 'True'), ('precompute', ""'auto'""), ('cv', 'None'), ('max_n_alphas', '1000'), ('n_jobs', '1'), ('eps', '2.2204460492503131e-16'), ('copy_X', 'True'), ('positive', 'False')]",LarsCV,http://scikit-learn.org/stable/modules/generated/sklearn.linear_model.LarsCV.html#sklearn.linear_model.LarsCV,sklearn.linear_model,Generalized Linear Models
88,"['alpha', 'fit_intercept', 'normalize', 'copy_X', 'precompute', 'max_iter', 'tol', 'warm_start', 'positive', 'selection', 'random_state']","['alpha : float, optional', 'fit_intercept : boolean', 'normalize : boolean, optional, default False', 'copy_X : boolean, optional, default True', ""precompute : True | False | 'auto' | array-like"", 'max_iter : int, optional', 'tol : float, optional', 'warm_start : bool, optional', 'positive : bool, optional', ""selection : str, default 'cyclic'"", 'random_state : int, RandomState instance, or None (default)']","[""<type 'float'>"", ""<type 'bool'>"", ""<type 'bool'>"", ""<type 'bool'>"", ""<type 'numpy.ndarray'>"", ""<type 'int'>"", ""<type 'float'>"", ""<type 'bool'>"", ""<type 'bool'>"", ""<type 'str'>"", ""(<type 'int'>, None, <type 'mtrand.RandomState'>)""]","alpha=1.0, fit_intercept=True, normalize=False, precompute=False, copy_X=True, max_iter=1000, tol=0.0001, warm_start=False, positive=False, random_state=None, selection='cyclic'","[('alpha', '1.0'), ('fit_intercept', 'True'), ('normalize', 'False'), ('precompute', 'False'), ('copy_X', 'True'), ('max_iter', '1000'), ('tol', '0.0001'), ('warm_start', 'False'), ('positive', 'False'), ('random_state', 'None'), ('selection', ""'cyclic'"")]",Lasso,http://scikit-learn.org/stable/modules/generated/sklearn.linear_model.Lasso.html#sklearn.linear_model.Lasso,sklearn.linear_model,Generalized Linear Models
